sexo_jefe,edad_jefe,ingr_trim
2,54,34089.33
1,83,11429.86
1,33,15924.97
2,59,18664.08
2,52,30247.31
2,53,20447.2
2,40,14244.09
2,45,21031
1,29,20474.81
1,29,18252.27
2,43,37112.3
1,73,21820.11
2,81,42665.49
1,56,23289.29
1,40,25604.09
1,73,48627.49
1,40,36874.41
1,82,34671.9
1,78,38671.64
1,37,32886.85
2,79,20974.67
2,44,46857.88
1,49,10352.45
1,26,17602.37
2,59,52665.41
1,47,45103.3
1,52,36772.34
2,77,18461.65
2,62,104227.14
2,43,24508.5
1,63,162665.3
1,47,26612.44
1,59,22576.17
1,42,8655.39
1,55,65185.3
1,55,57123.32
1,41,26268.96
1,42,46158.33
1,74,29906.64
2,84,28214.4
1,37,45724.61
2,74,46711.43
2,75,27587.93
1,47,17635.06
1,59,4440.98
1,50,28022.94
1,84,18622.27
1,70,24292.88
1,67,36016.93
2,55,19442.13
2,40,16583.08
2,73,57071.06
1,61,49534.69
2,79,16036.83
1,61,21161.54
1,39,11545.99
2,82,19030.55
2,36,16544.24
1,54,33278.59
1,75,48049.16
2,30,19204.91
1,53,32803.27
1,55,11323.03
1,63,39110.89
1,41,34475.84
2,83,19081.09
1,58,28101.93
1,78,12630.38
1,70,50128.35
2,56,16052.31
1,65,8302.25
1,50,41416.66
1,52,8550.45
1,90,13897.58
1,70,14913.05
1,71,15223
1,83,17926.05
1,30,27007.39
1,60,107594.44
1,56,25754.27
1,55,5049.08
1,57,38946.42
1,54,15910.61
1,59,25571.34
1,40,12864.7
1,52,24383.7
1,31,22735.93
1,54,9474.92
1,54,20885.59
1,47,57277.75
1,58,7289.6
1,48,6283.4
1,51,13908.37
1,54,48963.52
1,65,20951.6
1,35,44782.75
1,69,9956.16
1,66,32398.97
1,40,8804.34
1,64,49378.15
1,48,68409.83
1,58,15614.75
1,47,18240.97
1,81,23390.15
1,52,48270.48
1,47,50164.6
1,70,21330.66
1,76,10497.12
1,28,50028.68
1,53,44316.76
1,43,17553.77
2,68,10793.99
1,29,21735.04
1,80,23859.34
1,25,32191.27
2,66,50908.92
1,38,18670.93
2,60,32247.06
1,74,51064.82
1,59,54771.85
1,41,30530.38
1,54,23950.8
1,57,78737.7
2,45,24496.68
2,75,16947.79
1,43,29071.68
1,55,34105.92
1,70,27532.34
1,49,38669.52
2,67,13768.21
1,47,29961.9
1,32,19756.27
1,50,30180.91
2,66,16770.35
1,40,24124.51
2,43,3556.03
1,36,22592.01
1,68,50315.12
2,32,12316.07
1,49,2546.09
1,40,11040.58
2,37,15361.93
2,36,14033.6
1,38,15362.87
1,37,21064.58
1,67,13318.02
1,36,19501.95
1,55,39965.88
1,57,20783.59
1,55,21931.47
1,66,27331.09
2,49,17336.06
1,49,88902.2
1,46,40226.57
1,73,18589.38
1,81,75096.96
1,55,28533.99
1,68,30113.49
1,48,29629.84
1,68,35084.48
2,46,76702.86
1,45,39240.52
1,58,11316.26
1,77,74677.38
2,77,31818.29
1,50,59620.63
1,58,29267.33
1,56,21769.46
2,56,77548.15
1,73,35778.65
1,60,47279.08
1,68,71028.17
1,49,30176.32
1,63,24638.45
1,34,13485.87
1,40,166328
1,40,28465.62
1,40,158285.75
1,37,46765.87
1,51,86149.05
2,69,24541.39
2,51,38155.31
1,75,24555.91
2,61,9488.9
1,66,82548.17
1,65,15393.44
1,68,116024.99
1,25,87111.01
1,45,129310.99
1,84,28628.52
1,58,44454.46
1,71,51360.73
1,68,11254.37
1,62,10348.21
2,83,33336.65
1,64,78642.36
1,57,70032.34
1,40,42307.84
1,38,14409.83
1,40,50311.47
1,32,232893.39
1,26,46636.21
1,30,33923.73
1,60,7400.11
1,45,18401.25
2,35,15754.85
1,46,75781.37
2,43,34667.15
2,61,35434.19
1,39,39748.27
1,49,30772.71
1,21,17548.92
1,45,12741.84
2,46,34641.52
1,27,28100.52
1,44,67745.88
1,72,21390.28
2,22,41803.26
2,85,119535.25
1,58,77950.8
2,53,40662.74
2,55,21399.44
1,58,161891.08
2,60,69492.75
1,53,51233.62
1,27,65450.52
1,58,7218.15
1,70,90852.02
2,58,173156.41
2,47,11344.82
1,51,59905.83
1,57,174066.87
1,41,50087.84
1,71,25479.04
1,69,294255.01
1,41,18644.26
2,72,166644.01
1,27,24196.7
1,23,39734.63
2,52,135951.26
1,38,35139.33
2,53,43675.59
2,65,111984.15
1,39,49464.55
1,46,37713.5
1,76,19467.04
1,45,73737.42
2,48,50051.33
1,75,41711.25
1,28,92314.67
2,20,90488.1
2,55,40925.63
1,61,8657.59
1,54,39781.42
2,66,18191.39
1,79,16431.08
1,54,19765.36
2,63,84614.71
2,60,68546.59
1,32,39718.03
2,49,15139.76
2,48,30501.62
2,67,50813.26
1,88,7345.75
1,67,27247.03
1,41,43637.53
2,48,7794.55
1,53,42707.2
2,81,103674.11
2,26,52473.87
1,42,47737.17
1,63,32580.13
1,44,39640.42
1,39,70844.36
1,85,26827.53
1,36,36584.55
2,34,19009.52
2,32,25964.3
2,64,122655.71
1,57,12587.7
1,65,48536.02
1,48,58426.21
1,65,74884.88
1,40,49992.24
2,56,21098.85
1,42,45782.59
1,36,40597.82
1,36,37997.97
2,18,12504.93
2,58,46054.73
1,64,33366.87
2,82,97163.21
2,42,18266.54
2,70,17108.68
2,39,10568.1
1,40,20139.33
2,48,69624.57
1,39,92458.99
2,52,28326.47
1,52,193504.68
2,64,36914.14
2,70,146107.98
2,47,58805.82
2,56,93043.78
1,56,19140.65
1,66,356195.22
1,55,18161.58
1,60,7092.39
1,55,31067.54
1,36,88581.5
1,44,50655.71
1,32,73607.45
1,41,25918.02
2,50,28051.89
1,76,86401.65
1,64,78682.85
2,85,39797.81
1,68,57220.42
2,31,63983.59
2,69,191189.15
2,36,125501.27
1,52,44751.37
1,38,18888.04
2,80,19294.51
1,35,19874.74
1,66,88622.95
1,53,58747.69
2,52,19858.68
1,50,96855.35
1,50,26040.66
2,45,41271.77
2,25,32871.61
1,60,46030.28
1,42,53176.59
1,60,76023.46
2,66,30019.47
2,33,17290.71
1,26,64284.79
1,26,34118.44
2,61,22219.83
1,42,19118.17
2,38,30464.15
2,56,30344.99
2,31,29016.37
2,53,11171.99
2,43,26498.36
2,48,61961.37
1,68,59075.38
1,38,37616.41
2,69,42024.57
1,52,99342.35
2,63,30198.26
2,50,62756.57
2,56,82596.58
1,27,24994.55
2,73,117680.96
1,37,122033.93
1,62,49354.78
1,62,158024.48
1,63,91818.5
2,27,31172.79
1,46,146549.51
1,51,19765.76
1,53,29752.99
1,42,39575.4
1,65,109995.46
2,65,51245.88
1,70,133835.79
2,38,79791.61
1,68,81206.73
1,45,60252.96
1,32,36787.46
1,31,22998.9
1,50,145169.93
1,52,498913.04
1,61,201789.93
1,75,108980.71
1,49,109992.84
1,37,36316.99
2,69,32309.99
2,43,63529.62
1,22,43039.92
2,28,61429.67
1,30,160749.39
2,60,39232.99
1,55,58649.36
2,34,27489.08
1,46,15203.5
1,55,62728.88
1,35,29032.86
1,44,38305.52
1,32,21345.01
2,52,66877.69
2,48,27239.82
1,23,26977.76
2,63,33389.58
1,42,187278.66
2,47,44016.39
1,49,80311.42
1,46,38852.45
1,45,88386.87
1,41,73390.64
1,59,141303.54
2,49,82199.64
1,48,64268.73
1,56,27204.56
1,46,68090.09
1,33,47279.34
2,63,25792.92
1,55,85328.31
1,59,68303.07
2,49,191612.83
1,67,109110.48
1,24,40641.17
1,46,33052.56
1,49,54104.43
2,45,91180.28
2,64,44252.42
1,30,223077.67
1,47,57107.53
2,29,14576.08
1,26,58571.77
1,76,25033.73
1,39,39290.26
1,54,12211.68
1,54,17396.25
1,29,75636.89
1,38,65737.35
2,66,127355.34
1,44,11005.42
1,28,30752.09
2,37,21983.59
1,22,33172.11
1,54,34908.18
1,52,79482.76
2,32,14438.01
2,35,20906.98
1,21,21963.52
1,64,58020.32
2,40,35676.53
1,40,20975.79
1,48,46680.39
1,49,49133.11
1,46,57899.77
1,33,77496.56
2,48,25748.01
1,45,59149.37
1,26,28902.51
2,48,58995.76
1,60,37691.76
2,28,14365.53
2,52,15709.43
2,55,28051.17
1,28,33816.35
1,41,66186.88
1,39,34377.04
2,46,40446.58
1,43,17210.24
1,58,31645.37
1,51,72393.41
2,66,23322.62
1,41,51364.4
1,32,11120.61
2,38,99122.28
1,58,21869.54
2,58,23458.01
2,32,26285.3
1,53,59150.27
1,61,16876.14
1,76,15407.56
1,37,25975.31
1,57,5673.98
1,59,95012.84
1,81,24626.68
1,20,19222.47
1,52,52794.22
1,54,39484.33
1,63,23583.45
2,31,36041.96
1,66,65506.55
1,65,25158.61
1,38,41104.05
1,38,38042.65
1,52,60858.06
2,41,40078.64
1,38,44854.81
2,40,32721.59
1,24,41668.47
1,40,59617.08
1,35,21385.92
1,42,66245.17
1,40,23415.14
1,33,53551.85
1,38,55583.43
1,44,69915.56
2,69,29092.82
2,44,25777.15
2,32,32649.44
1,72,43805.21
2,52,24589.05
1,52,65143.33
1,56,57117.79
1,56,20836.95
1,84,39339.38
1,51,32827.85
1,42,8852.45
1,58,137822.49
2,75,23262.28
2,60,11068.34
2,32,11095.05
2,52,64716.67
1,48,25632
2,34,41497.16
2,63,10639.41
2,47,17912.23
2,66,17841.63
1,48,64125.77
1,39,51715.53
2,34,49377.02
1,80,52145.88
1,68,30545.89
1,47,119620.58
1,24,7081.96
1,18,6505.84
2,71,138816.38
1,34,132379.64
1,47,109985.54
1,87,73610.4
1,35,111783.88
1,84,111608.91
2,50,118954.49
1,31,32207.92
1,41,112118.3
1,39,70506.64
1,47,102607.36
1,58,28660.8
2,45,36697.38
1,68,15058.34
2,27,40708.97
1,22,9698.73
1,56,46877.62
2,47,16221.4
2,49,28340.21
2,38,52890.13
1,55,52102.63
1,21,17602.37
1,65,124841.28
1,53,15767.19
1,64,26236.86
1,36,34894.74
1,39,31728.31
1,48,62842.55
2,35,37010.47
2,33,23191.16
2,42,33418.31
2,47,20858.5
1,40,19375.68
1,88,74015.62
1,27,42134.96
1,49,87554.34
2,48,41677.36
2,41,17632.67
1,33,16624.82
2,27,35704.9
1,36,48139.9
2,51,104312.47
1,53,21914.25
1,27,13197.04
1,26,23752.66
1,23,42984.66
1,42,51059.58
1,61,37371.39
1,57,52198.7
1,45,36608.78
2,47,22279.09
2,48,15065.09
1,68,48245.8
2,74,204914.99
1,60,43088.63
2,65,14821.67
1,49,43488.74
1,26,26065.56
2,74,49077.38
2,70,94542.8
1,35,44326.18
2,60,38081.34
1,48,23363.46
1,29,53444.94
1,39,47139.29
1,52,105159.06
2,57,139260.14
2,55,115745.28
1,40,48643.96
1,44,54490.69
1,39,67373.76
1,59,32030.91
2,45,84035.75
1,38,47101.67
1,21,47136.05
1,41,68606.54
2,37,88008.17
1,47,67440.64
2,76,16921.42
1,36,32869.31
2,56,57679.51
1,25,27585.41
1,86,67681.44
1,44,27312.39
1,56,66790.19
1,29,41277.78
1,24,29410.69
1,47,25679.11
1,40,220720.41
1,56,21350.38
1,43,54111.38
2,65,26060.25
1,62,13478.33
1,67,30046.08
1,37,122678.32
1,48,23995.04
1,30,36590.16
1,48,20527.31
1,37,58245.7
1,52,113526.03
1,62,133770.49
1,46,128948.33
1,35,29295.27
1,59,21573.82
1,26,32466.03
1,34,30145.1
2,63,26416.89
1,34,41077.32
1,33,24715.6
1,31,31304.33
2,50,13541.31
1,75,17970.3
1,59,41872.7
1,58,20077.78
1,62,40833.06
1,38,37445.15
1,32,23351.93
1,43,37868.84
2,50,16271.46
2,62,66727.6
2,65,9005.53
1,44,70780.29
2,58,32399.97
1,62,75060.2
2,90,14465.15
1,50,53647.34
2,31,12602.73
2,24,18595.23
2,58,32528.74
1,38,14675.48
2,32,54732.15
1,50,72722.63
1,70,148878.29
2,87,28809.53
1,28,15026.02
2,45,12466.49
2,48,31444.92
2,64,36344.74
1,26,33645.9
2,29,19696.7
2,34,44780.97
2,74,22699.76
1,25,23913.64
2,88,126145.54
1,41,79342.17
1,75,15728.75
1,54,19312.05
1,59,35858.83
1,43,15135.25
2,47,7123.98
2,58,42561.86
1,70,38305.32
1,58,17891
1,46,23052.23
1,40,23579.38
1,39,34873.25
1,49,40868.62
2,64,26578.91
1,36,86562.61
1,20,29570
1,87,46871.25
1,26,41214.06
1,68,39657.1
2,63,26835.13
2,55,16578.18
2,33,9932.45
1,76,15135.24
1,63,22462.39
2,47,20104.81
2,23,17185.8
2,23,19078.43
1,59,116454.79
2,40,27292.64
2,39,15616.67
1,70,11527.99
1,42,99719.47
1,38,47642.05
1,28,16898.16
1,32,16165.75
1,34,35154.27
2,47,26259.11
1,23,43621.12
1,28,22479.94
1,42,104891.74
1,52,94131.08
1,64,70124.49
2,75,23308.49
1,62,33979.8
2,37,19812.17
1,80,6785.73
1,53,45805.05
2,56,14153.64
1,56,86411.33
1,36,53632.97
1,50,63903.03
1,53,65527.62
1,66,12274.57
1,50,20245.26
1,48,51360.24
1,52,76721.26
1,22,20406.5
1,89,44397.66
2,36,20225.09
1,63,7114.85
2,68,12199.53
1,60,9949.5
1,69,6730.03
1,28,12126.36
2,76,10419.03
1,59,65110.75
2,64,27051.37
2,53,61195.81
2,45,6705.32
1,54,40300.88
1,37,26669.3
2,67,24669.51
2,50,12014.72
1,30,21411.9
1,64,53143.01
1,58,51784.7
1,27,35928.19
2,42,11717.03
1,77,21813.95
1,87,2884.43
1,20,11087.47
2,83,6406.17
1,56,67822.43
1,27,25153.52
1,54,84281.14
2,43,14547.22
1,57,36632.96
1,30,20838.37
1,38,12683.55
1,49,11372.13
1,72,64315.31
1,29,17393.97
1,25,26228.41
1,46,15024.95
1,59,15120.7
1,68,16876.17
1,76,23534.4
2,57,18547.49
1,88,14136.11
1,28,22796.39
1,48,21565.71
1,63,10877.47
1,58,26442.51
1,27,15745.28
1,41,16876.75
1,59,15338.72
2,38,17979.43
2,42,15210.26
1,63,108832.49
1,30,8780.64
1,48,141443.21
1,52,25418.36
1,34,18813.89
1,43,44972.99
2,55,32099.99
1,40,51475.06
1,44,109447.57
1,64,25456.71
2,34,29027.96
2,42,19880.95
1,25,17995.78
1,51,11693.14
1,58,11851.52
1,49,41399.33
1,53,43770.05
1,36,21083.08
1,74,15825.08
1,23,28924.82
2,59,83634.19
1,32,29959.23
1,62,47601.6
1,25,36021.05
1,56,53179.62
1,45,75024.56
1,32,41483.6
1,39,15960.4
2,35,44033.07
1,48,28132.19
1,47,13447.73
2,48,91576.25
2,38,29235.84
2,58,42402.56
2,50,14209.23
1,38,36082.34
2,42,20462.98
2,31,19470.77
1,47,16387.43
1,70,15934.4
1,38,14604.43
2,39,14000.2
2,78,27924.12
1,70,17025.63
1,46,119530.43
2,41,26676.78
1,54,84540.98
1,63,10056.51
1,69,26045.76
1,27,24231.36
2,85,10694.75
1,57,27808.63
1,53,12402.11
1,47,11240.36
1,43,40588.43
1,29,56738.88
1,22,35558.48
2,45,32685.78
2,39,34470.5
1,28,36197.41
1,43,35375.71
2,50,29763.93
1,59,4613.11
1,43,147226.19
2,34,36520.39
1,29,30109.36
2,29,13576.4
1,51,18583.32
2,42,9097.81
1,44,31036.87
1,76,22534.7
2,53,62610.24
1,37,50741.76
2,60,12313.04
1,37,14178.4
1,53,31788.39
1,39,174934.38
1,67,15268.96
1,53,36421.95
1,43,34573.75
1,40,51865.56
1,58,37077.01
1,33,58817.83
1,56,55357.36
1,38,27737.69
2,45,48270.46
1,45,35565.63
2,36,34260.04
1,45,33547.82
1,54,205093.31
2,79,6518.27
2,49,51158.05
2,32,16131.97
2,33,52193.33
2,37,42911.38
1,40,21821.97
1,43,31143.38
1,77,13401.29
1,52,56353.94
1,74,33614.73
1,30,18676.55
1,36,59503.27
2,33,97634.18
1,28,108621.48
2,48,94906.87
1,62,77565.01
1,60,49780.84
1,70,27995.37
1,25,71748.28
2,64,34131.66
1,54,8350.39
2,41,17870.59
2,45,12534.2
2,51,3735.5
2,51,22843.94
1,57,10416.11
2,32,19765.58
1,50,14151.65
2,66,24193.05
1,66,7847.22
1,35,32487.75
2,27,22954.91
1,46,40180.31
1,38,27573.31
1,55,15132.77
1,57,89301.93
2,59,17587.83
1,42,11811.13
1,55,22150.9
1,41,23697.35
2,48,24950.07
1,42,96333.48
1,47,26671.47
1,45,25208.97
2,78,6850.39
1,72,10265.86
1,28,29320.83
1,39,48758.79
1,53,40974.91
1,72,52350.58
1,36,36751.56
1,69,33156.26
1,48,43780.53
2,73,30367.86
1,42,36581.41
1,40,24929.87
1,46,29581.01
1,36,24542.77
2,52,21651.23
2,34,62433.04
2,60,11234.21
1,56,4163.11
1,62,33831.89
1,47,163887.86
1,29,40561.51
1,56,24891.87
2,48,30335.92
2,45,58239.11
1,55,6651.77
1,57,23377.41
1,40,16964.93
1,65,58632.52
1,32,70581.51
1,74,35217.39
1,76,57251.28
1,35,56152.15
1,43,134462.99
1,46,66039.36
2,84,15060.45
1,44,19509.3
1,50,9726.58
1,46,88228.05
1,54,38876.83
1,59,44007.51
1,30,41357.31
2,65,47121.11
1,64,33948.09
1,38,25499.78
1,47,88878.6
2,52,34801.57
1,50,43128.14
2,52,56671.93
2,68,18021.1
1,56,38190.48
2,27,21001.03
2,77,8439.05
1,46,12764.08
1,83,8281.86
1,82,100863.91
1,41,26863.21
1,34,223341.67
2,31,13558.99
2,48,21595.06
1,47,22937.69
1,29,33771.39
1,41,22503.95
2,45,10681.24
2,35,25369.95
1,27,31872.82
1,41,21339.62
1,50,4744.62
1,35,42084.67
1,56,115339.15
2,23,22908.64
1,47,37487.88
2,58,8203.18
1,72,13923.77
2,76,44234.49
1,35,34396.69
1,54,30498.8
1,57,39827.62
1,32,10932.78
2,56,17601.93
1,34,65754.07
1,55,108629.5
2,32,20480.08
2,33,29302.97
1,55,48578.17
2,35,98740.45
1,57,133357.49
2,44,26552.64
1,56,29245.27
2,49,19295.07
1,32,67244.35
1,37,83454.07
1,50,10802.34
1,52,15401.19
1,48,23377.97
1,64,8092.88
1,25,27077.34
2,28,19386.91
1,34,27098.75
1,52,45762.29
1,70,25044.03
1,67,5695.07
1,59,32998.02
1,72,14872
1,28,19196.97
1,44,32986.85
1,41,47196.38
1,76,12550.93
1,45,41347.46
1,31,30899.3
1,33,34226.04
1,28,24241.16
1,36,31578.09
1,23,20757.15
1,58,26469.38
1,29,18358.46
1,42,27555.71
2,80,19350.29
1,49,36151.45
1,41,34488.9
1,53,51984.25
2,27,12410.96
1,53,22148.29
1,70,74632.29
1,46,20049.74
2,18,32677.11
2,55,16598.96
2,46,121638.93
2,56,12053.11
2,47,16652.65
1,56,7259.78
1,42,21153.93
1,55,31264.14
1,44,26636.05
1,50,29149.67
1,58,115049.36
1,90,3704.25
1,38,77947.55
1,38,35430.38
2,90,23372.99
1,29,8367.96
1,65,39363.35
1,37,115609.56
1,72,14943.12
1,41,5359.23
1,68,35871.78
1,42,51937.32
2,41,35994.45
2,43,59715.07
1,53,21527.89
2,42,30748.28
1,56,11259.51
1,57,16175.99
1,57,35426.56
1,53,23284.17
2,77,10208.62
1,31,85381.31
2,70,17970
1,53,73648.82
1,50,45792.21
1,66,65016.39
2,55,69932.44
1,38,51029.45
1,32,30040.03
1,57,85721.3
2,44,19361.32
1,55,43043.47
1,46,63141.19
1,78,13185.57
1,59,16085.25
2,65,25665.72
1,16,24172.01
1,41,50740.02
2,98,14536.46
2,50,16992.77
2,24,11047.7
1,48,38350.78
1,55,117954.16
1,44,105089.21
1,84,20897.91
1,33,66130.16
2,29,28799.1
2,48,29545.03
1,42,21254.26
1,28,30752.1
1,25,32911.46
2,64,36667.35
1,20,26704.9
1,56,40524.55
2,43,48703.25
1,35,30245.88
2,40,65756.45
2,70,55946.39
1,42,48837.34
1,21,17608.69
1,67,45747.41
1,28,33068.36
1,55,68129.55
2,59,66850.31
2,53,201631.48
1,40,69706.27
1,66,52797.87
1,68,29282.62
1,37,19491.81
2,59,33702.65
1,24,25659.74
2,58,27021.07
2,23,9767.09
2,38,52288.02
2,85,38224
1,39,55095.15
2,65,96827
1,40,98259.05
2,50,174694.31
1,56,21513.08
1,51,68762.69
1,38,29846.32
1,54,9498.07
1,59,7431.13
1,32,21600.66
1,33,111737.67
2,64,11832.77
2,64,83793.9
1,48,38336.02
1,29,50896.69
2,35,51934.4
2,54,125090.15
1,62,143872.1
1,41,99814.27
2,46,49891.28
1,40,23066.74
1,70,189716.45
1,27,27721.66
1,25,17999.99
2,50,32139.32
1,50,70237.82
1,32,22922.71
2,55,223405.43
2,58,7049.69
1,73,47453.18
1,47,21525.95
1,25,55333.89
1,58,416766.58
1,38,67351.21
1,43,34775.13
1,60,100161.27
1,30,52923.89
1,35,70751.96
1,40,22468.36
2,51,66688.5
2,41,49942.61
1,50,24120.01
1,47,41189.9
2,35,22608.18
2,42,18255.23
1,35,150030.33
1,55,51487.84
1,35,38984.56
1,44,48422.92
1,47,172622.93
1,32,46438.75
1,26,40792.71
1,56,22807.6
1,31,26397.68
1,30,21658.69
1,45,43143.99
1,70,17903.73
2,25,13960.71
1,80,29418.67
2,43,21875.15
2,45,22670.39
2,87,5641.55
1,31,35631.13
2,49,4303.58
1,23,23233.48
1,33,16796.47
1,66,45289.42
2,43,24512.85
1,56,63068.8
2,53,14243.6
1,25,30967.56
1,38,23488.69
2,77,11334.95
1,44,44517.16
1,45,25172.97
1,33,33484.25
1,36,25180.64
2,29,18531.95
1,77,18438.09
1,77,9623.17
1,44,35728.46
1,45,17617.18
1,37,11516.73
1,25,38978.15
1,49,32154.05
1,35,25175.24
1,35,19234.4
1,44,22340.13
1,25,15193.03
1,39,27644.53
1,32,25629.07
1,42,33706.58
1,31,30617.74
1,38,26563.83
1,46,40627.73
2,38,32611.73
1,58,188539.97
1,75,28400.43
1,29,69011.55
1,50,90675.54
1,29,26819.32
1,42,7860.17
1,64,211373.76
2,52,19170.14
1,49,33899.95
1,40,44287.1
1,56,58098.06
1,45,86851.5
1,64,42670.61
1,39,37637.67
1,32,14754.09
1,52,29547.12
2,50,25204.89
1,44,27548.5
1,43,16261.52
1,70,14457.74
1,32,37944.67
2,27,9003.78
1,49,39876.08
1,57,16573.29
1,46,26115.13
1,66,16922.34
1,59,5863.96
2,38,25508.12
2,51,26516.02
1,23,19975.35
1,68,16127.28
2,53,22432.86
1,46,29651.64
1,43,12994.4
1,51,20753.82
1,38,15061.41
1,45,17375.4
1,33,19770.22
1,40,18115.82
1,33,13358.53
1,35,12181.16
1,63,16729.94
1,54,10462.6
2,54,14446.69
1,60,11744.55
2,31,15437.11
1,52,4351.44
1,65,14223.06
2,51,36237.45
1,34,44280.96
1,42,56531.34
1,35,50226.34
1,66,32208.79
1,39,43490.72
1,59,66220.79
1,24,20624.75
1,51,52338.24
1,32,11672.35
1,38,31734.74
1,46,13450.81
1,41,13745.89
1,42,17754.09
1,80,6952.93
1,31,19941.33
1,40,13022.95
2,60,7770.49
2,29,7081.96
1,33,38892.02
1,52,31889.55
1,59,43347.98
2,54,20152.13
1,32,13351.04
1,60,23583.93
1,33,15424.95
1,48,13581.47
1,61,36681.88
2,63,2317.35
1,78,29998.55
2,56,23071.12
2,35,13700.99
1,50,11371.17
1,30,12603.77
2,54,9024.57
1,47,96452.44
1,76,8561.29
1,46,12366.88
1,75,69936.44
1,88,7001.86
1,47,6601.19
2,33,6646.14
1,47,21893.43
1,39,18869.26
1,44,29763.16
2,32,16391.22
2,47,39449.78
1,31,19269.17
1,42,22686.66
2,27,13921.24
1,34,66360.78
2,77,10058.1
1,52,29793.15
2,65,8491.48
2,68,19538.82
2,63,12143.85
1,51,34431.16
2,74,49120.63
2,56,46497.68
2,63,15900.83
1,38,32321.74
1,28,36099.38
2,26,21631.68
1,65,35729.82
1,26,16647.36
1,48,98377.54
1,36,22145.96
2,66,9062.21
1,55,7773.91
2,54,3947.3
1,68,14864.51
1,76,38572.06
1,46,42553.24
1,44,10533.64
1,49,33137.41
1,61,21853.99
1,56,13249.25
1,83,21882.94
2,66,12633.33
1,63,14504.35
1,52,9146.54
1,56,36716.29
1,68,6868.13
1,48,18453.13
1,34,33809.19
2,65,12176.31
1,60,11881.68
1,24,7317.67
1,33,15585.9
2,47,30609.81
1,83,18256.75
2,36,34326.2
1,28,20511.91
1,53,14685.63
1,45,22878.29
1,47,36582.1
1,54,15169.63
2,56,19256.26
1,44,30816.76
1,38,17439.04
2,53,18955.37
1,39,19898.11
2,22,44487.25
1,63,9869.18
1,45,20108.3
2,43,14247.34
1,37,9225.51
1,70,13431
1,52,82918
1,56,26815.05
2,40,26167.37
1,40,34313.08
2,82,5274.57
1,85,30996.47
2,52,22334.91
2,49,61148.96
1,39,4922.65
2,25,8353.59
1,42,24023.83
2,77,32037.92
2,52,15872.7
2,41,9326.46
2,35,15757.83
2,50,20726.5
1,35,24472.43
1,53,29441.22
1,57,39661.98
1,24,37435.97
1,33,33943.81
2,53,40396.63
1,51,31210.19
2,64,9351.37
1,36,8816.49
1,54,18469.45
2,54,21067.06
1,28,29697.81
2,65,44162.69
2,58,14733.62
1,80,16352.9
2,46,42371.84
1,64,42854.74
1,33,4225.3
2,40,13273.72
2,45,70947.77
2,86,49170.16
1,58,57967.15
1,52,52731.4
1,43,18337.35
1,54,73274.87
1,27,22948.09
2,58,37338.36
1,40,22907.86
1,88,17336.05
1,30,62767.97
1,54,18388.96
1,29,55232.62
2,41,14602.48
1,83,10093.63
1,37,19396.05
1,59,14615.42
1,45,15852.96
1,95,5396.21
1,56,28064.02
1,41,18070.13
1,20,11101.42
1,60,38783.96
1,33,17863.32
1,36,13411.52
1,33,10654.89
1,35,47606.55
1,40,16096.7
1,55,16658.3
1,71,12858.66
1,31,12998.36
1,86,15612.9
1,59,15442.57
2,67,4805.72
1,60,45491.78
1,49,52025.98
1,73,20539.9
2,51,12599.35
1,75,20047.63
1,46,12073.94
2,32,14932.05
1,51,9109.06
1,84,15135.26
1,85,21440.2
2,48,12901.38
1,37,25301.24
1,35,11680.68
1,82,22742.3
1,61,15996.22
1,73,11462.98
1,53,37407.07
1,72,17429.38
1,74,47211.55
1,40,18882.39
2,65,22893.42
1,52,5612.44
1,84,8370.46
1,48,15098.34
2,33,21957.91
1,54,34729.79
1,39,69659.66
1,50,9716.48
1,29,30730.77
1,82,13106.46
1,53,14516.95
1,46,33497.19
2,39,29074.59
1,39,51768.2
1,46,62532.63
1,54,36003.12
2,44,61523.25
1,22,55139.65
2,42,41614.21
1,42,33897.86
1,49,111176.31
2,50,19015.16
2,40,31186.63
1,52,33671.8
1,57,7414.78
1,33,32317.12
1,33,26544.53
2,46,27606.56
2,51,40010.06
1,54,57328.04
1,50,57767.85
1,27,33998.6
1,31,20720.18
1,56,29344.42
1,32,84444.61
2,44,30609.15
1,60,18550.81
2,29,32056.3
1,24,23924.52
1,56,56877.01
1,60,11794.54
1,54,24192.76
1,53,122813.49
1,35,71635.32
1,41,99649.35
1,44,20165.52
1,34,35644.6
1,47,13955.44
2,48,25521.93
2,44,19350.7
2,32,33877.23
2,62,30165.13
1,47,22668.54
1,78,6411.82
1,38,17283.23
2,88,22272.77
2,38,16109.73
1,50,32596.69
1,64,17496.18
1,47,39791.34
2,53,23375.4
1,79,12983.6
1,38,32324.37
2,66,199690.59
1,33,35011.67
1,41,44974.12
2,47,19730.88
1,56,27279.05
2,32,22049.16
1,53,35891.98
2,53,18490.66
1,33,94838.91
1,56,29042.09
2,41,17527.09
2,72,27912.43
1,45,23712.18
2,49,19012.96
1,43,13198.76
2,34,19028.74
1,60,26412.72
1,48,27909.86
1,95,21109.74
1,32,15792.46
1,61,9406.78
1,38,25120.58
2,64,14893.18
1,57,12428.54
1,25,15737.68
1,55,15782.11
1,55,13531.41
1,30,23715.37
2,34,37045.22
1,35,47057.9
2,28,22768.08
1,29,29014.51
